          27
     27   2021     11     17     22.0000      2.5000
     27   2021     11     18     20.0000      2.0000
     27   2021     11     19     18.0000      7.5000
     27   2022      3      3     24.3000      2.8500
     27   2022      3      4     22.9400      5.2200
     27   2022      3      6     24.9800      2.6900
     27   2022      3      7     24.8300      3.7800
     27   2022      3      8     24.4300      1.7500
     27   2022      3      9     25.2300      0.5000
     27   2022      3     11     25.2500      0.0000
     27   2022      3     24     23.3500      0.1900
     27   2022      3     25     22.4600      1.1500
     27   2022      3     26     22.3400      2.7200
     27   2022      3     27     25.1200      2.5300
     27   2022      3     28     24.9500      1.0900
     27   2022      3     29     24.6200      0.3100
     27   2022      3     30     24.2600      0.5300
     27   2022      3     31     23.4200      1.8800
     27   2022      4      1     24.2800      0.7200
     27   2022      4      2     11.0000      7.0000
     27   2022      4      3     12.5000      7.5000
     27   2022      4      4     14.0000      8.0000
     27   2022      4      5     15.5000      8.5000
     27   2022      4      6     16.5000      7.5000
     27   2022      4      7     13.0000      8.0000
     27   2022      4      8     14.5000      8.5000
     27   2022      4      9     14.0000      8.0000
