 第          10 坝段共有           4 种情况
      1   2022      3     28      8      0     18.5424     20.9759     -0.1075     10.0000     21.5689     -0.1689     10.0000     21.8546     -0.1119     10.0000     22.1490     -0.0732     10.0000
      2   2022      3     28      9      0     18.5840     21.4184     -0.1848     10.0000     21.7605     -0.2022     10.0000     21.9584     -0.1305     10.0000     22.2178     -0.0862     10.0000
      3   2022      3     28     10      0     18.6257     21.8609     -0.2620     10.0000     21.9522     -0.2356     10.0000     22.0622     -0.1491     10.0000     22.2866     -0.0992     10.0000
      4   2022      3     28     11      0     18.6674     22.3034     -0.3393     10.0000     22.1439     -0.2689     10.0000     22.1661     -0.1676     10.0000     22.3555     -0.1122     10.0000
      5   2022      3     28     12      0     18.7090     22.7459     -0.4165     10.0000     22.3355     -0.3022     10.0000     22.2699     -0.1862     10.0000     22.4243     -0.1252     10.0000
      6   2022      3     28     13      0     18.7507     23.1884     -0.4938     10.0000     22.5272     -0.3356     10.0000     22.3737     -0.2048     10.0000     22.4931     -0.1382     10.0000
      7   2022      3     28     14      0     18.7924     23.6309     -0.5710     10.0000     22.7189     -0.3689     10.0000     22.4776     -0.2234     10.0000     22.5620     -0.1512     10.0000
      8   2022      3     28     15      0     18.8340     24.0734     -0.6483     10.0000     22.9105     -0.4022     10.0000     22.5814     -0.2420     10.0000     22.6308     -0.1642     10.0000
      9   2022      3     28     16      0     18.8757     24.5159     -0.7255     10.0000     23.1022     -0.4356     10.0000     22.6852     -0.2606     10.0000     22.6996     -0.1772     10.0000
     10   2022      3     28     17      0     18.9174     24.9584     -0.8028     10.0000     23.2939     -0.4689     10.0000     22.7891     -0.2791     10.0000     22.7685     -0.1902     10.0000
     11   2022      3     28     18      0     18.9590     25.4009     -0.8800     10.0000     23.4855     -0.5022     10.0000     22.8929     -0.2977     10.0000     22.8373     -0.2032     10.0000
     12   2022      3     28     19      0     19.0007     25.8246     -0.9535     10.0000     23.6704     -0.5342     10.0000     22.9932     -0.3156     10.0000     22.9037     -0.2157     10.0000
     13   2022      3     28     20      0     19.0424     25.1417     -0.8018     10.0000     23.4525     -0.4837     10.0000     22.8836     -0.2906     10.0000     22.8283     -0.1991     10.0000
