    1987    1984
       1    1984    1987    1981.000    1984.000    2021       6      11       0      46      49
       2    1984    1987    1978.000    1981.000    2021       5      31       2      39      33
       3    1984    1987    1974.800    1978.000    2021       5      20       6      46      35
       4    1984    1987    1971.600    1974.800    2021       5       8      22       0      20
       5    1984    1987    1968.400    1971.600    2021       4      28      16      34      57
       6    1984    1987      13.000       2.000    1980    1983    2021       6      17      14
       7    1984    1987    1975.100    1980.000    2021       6       5      21      43      14
       8    1984    1987      27.000       6.000    1984    1990    2021       5      11      15
       9    1984    1987    1980.000    1984.500    2021       4      20      16      22      52
      10    1984    1987    1976.500    1980.000    2021       4       9       3       3      30
      11    1984    1987    1972.000    1976.500    2021       3      26      19      26      22
      12    1984    1987    1969.000    1972.000    2021       3      14       3      18      17
      13    1984    1987    1966.000    1969.000    2021       3       5      10      31      19
      14    1984    1987       8.000       7.000       6    1977    1980    2021       6      27
      15    1984    1987    1974.000    1977.000    2021       6      16       4       6      40
      16    1984    1987    1971.000    1974.000    2021       6       6      12      30       1
      17    1984    1987    1968.000    1971.000    2021       5      27      23      42      38
      18    1984    1987    1965.000    1968.000    2021       5      19       5      53      17
      19    1984    1987    1962.000    1965.000    2021       5      10      17      11      42
      20    1984    1987       8.000       6.000    1983    1988    2021       6      20      20
      21    1984    1987    1979.300    1983.800    2021       6       9       5      36      14
      22    1984    1987    1974.800    1979.300    2021       6       1      12      29      28
      23    1984    1987    1972.500    1974.800    2021       5      23       5      39      21
      24    1984    1987    1969.500    1972.500    2021       5      15       2      58      56
      25    1984    1987    1965.000    1969.500    2021       5       5       6      46       0
      26    1984    1987       9.000       6.000    2000    2003    2021       6      24      16
      27    1984    1987    1996.000    2000.500    2021       6      14      12      19      52
      28    1984    1987    1991.500    1996.000    2021       6       3       6      28      29
      29    1984    1987    1990.000    1991.500    2021       5      24       5      53      52
      30    1984    1987    1987.000    1991.500    2021       5      17      22      57      38
      31    1984    1987    1982.500    1987.000    2021       5       7       4      23       0
      32    1984    1987      10.000       6.000    2008    2010    2021       6      18      21
      33    1984    1987    2005.500    2008.000    2021       6       4      18      37      49
      34    1984    1987    2000.500    2005.500    2021       5      24      21       4      20
      35    1984    1987    1994.000    2000.500    2021       5      13      17      16       6
      36    1984    1987    1990.500    1994.000    2021       5       3      20      27      27
      37    1984    1987    1987.000    1990.500    2021       4      24      13      52      44
      38    1984    1987      11.000       4.000    1993    1995    2021       6      26       6
      39    1984    1987    1988.600    1993.000    2021       6      12      21      32       9
      40    1984    1987    1985.500    1988.600    2021       5      26      18      54      38
      41    1984    1987    1982.500    1985.500    2021       5      12       3      36      23
      42    1984    1987      12.000       6.000    1984    1987    2021       6      22      21
      43    1984    1987    1981.000    1984.000    2021       6      11       0      46      49
      44    1984    1987    1978.000    1981.000    2021       5      31       2      39      33
      45    1984    1987    1974.800    1978.000    2021       5      20       6      46      35
      46    1984    1987    1971.600    1974.800    2021       5       8      22       0      20
      47    1984    1987    1968.400    1971.600    2021       4      28      16      34      57
      48    1984    1987      13.000       2.000    1980    1983    2021       6      17      14
      49    1984    1987    1975.100    1980.000    2021       6       5      21      43      14
      50    1984    1987      27.000       6.000    1984    1990    2021       5      11      15
      51    1984    1987    1980.000    1984.500    2021       4      20      16      22      52
      52    1984    1987    1976.500    1980.000    2021       4       9       3       3      30
      53    1984    1987    1972.000    1976.500    2021       3      26      19      26      22
      54    1984    1987    1969.000    1972.000    2021       3      14       3      18      17
      55    1984    1987    1966.000    1969.000    2021       3       5      10      31      19
